Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMN39507730	anginosus	tet(L)	100.00	1343/1377	97.53086419753086	35..1377	SAMN39507730.contig00009 len=85455 cov=42.3 corr=0 origname=NODE_9_length_85455_cov_42.338243_pilon sw=shovill-spades/1.1.0 date=20240723	59256..60598	Doxycycline, Tetracycline, Minocycline, Tigecycline, Doxycycline, Tetracycline	M29725
SAMN42334614	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN42334614.contig00003 len=202671 cov=41.0 corr=0 origname=NODE_3_length_202671_cov_41.019594_pilon sw=shovill-spades/1.1.0 date=20240805	188436..189167	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN42334614	anginosus	tet(O)	99.06	1920/1920	100.0	1..1920	SAMN42334614.contig00003 len=202671 cov=41.0 corr=0 origname=NODE_3_length_202671_cov_41.019594_pilon sw=shovill-spades/1.1.0 date=20240805	25779..27698	Doxycycline, Tetracycline, Minocycline	Y07780
SAMN42334614	anginosus	tet(O)	99.06	1920/1920	100.0	1..1920	SAMN42334614.contig00003 len=202671 cov=41.0 corr=0 origname=NODE_3_length_202671_cov_41.019594_pilon sw=shovill-spades/1.1.0 date=20240805	25779..27698	Doxycycline, Tetracycline, Minocycline	M20925
SAMN42334615	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN42334615.contig00001 len=390792 cov=37.9 corr=0 origname=NODE_1_length_390792_cov_37.877260_pilon sw=shovill-spades/1.1.0 date=20240805	104561..106480	Doxycycline, Tetracycline, Minocycline	X75073
SAMN42334616	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN42334616.contig00019 len=36418 cov=38.4 corr=0 origname=NODE_19_length_36418_cov_38.416641_pilon sw=shovill-spades/1.1.0 date=20240805	5020..5751	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN42334617	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN42334617.contig00006 len=119646 cov=35.6 corr=0 origname=NODE_6_length_119646_cov_35.629163_pilon sw=shovill-spades/1.1.0 date=20240805	104561..106480	Doxycycline, Tetracycline, Minocycline	X75073
SAMN43302819	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN43302819.contig00001 len=390792 cov=37.9 corr=0 origname=NODE_1_length_390792_cov_37.877260_pilon sw=shovill-spades/1.1.0 date=20240919	104561..106480	Doxycycline, Tetracycline, Minocycline	X75073
SAMN43302820	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN43302820.contig00001 len=643507 cov=40.6 corr=0 origname=NODE_1_length_643507_cov_40.605888_pilon sw=shovill-spades/1.1.0 date=20240919	536871..538790	Doxycycline, Tetracycline, Minocycline	X75073
SAMN43302820	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN43302820.contig00006 len=78388 cov=40.0 corr=0 origname=NODE_6_length_78388_cov_40.027492_pilon sw=shovill-spades/1.1.0 date=20240919	27144..29063	Doxycycline, Tetracycline, Minocycline	M20925
SAMN43302821	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN43302821.contig00014 len=49019 cov=34.9 corr=0 origname=NODE_14_length_49019_cov_34.873722_pilon sw=shovill-spades/1.1.0 date=20240919	16081..18000	Doxycycline, Tetracycline, Minocycline	M20925
SAMN47264449	anginosus	blaTEM-116	100.00	861/861	100.0	1..861	SAMN47264449.contig00041 len=4317 cov=4.3 corr=0 origname=NODE_41_length_4317_cov_4.342641_pilon sw=shovill-spades/1.1.0 date=20250404	3293..4153	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin	AY425988
SAMN47264449	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN47264449.contig00007 len=100063 cov=54.6 corr=0 origname=NODE_7_length_100063_cov_54.616263_pilon sw=shovill-spades/1.1.0 date=20250404	11414..12145	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN47264449	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN47264449.contig00007 len=100063 cov=54.6 corr=0 origname=NODE_7_length_100063_cov_54.616263_pilon sw=shovill-spades/1.1.0 date=20250404	52344..54263	Doxycycline, Tetracycline, Minocycline	M20925
