Sample	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
160Ap-CMPN001x77_260114_LH00793_B23GCKKLT3	NA	contig00003	10306	12036	-	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.32	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
160Ap-CMPN001x77_260114_LH00793_B23GCKKLT3	NA	contig00003	12041	13762	-	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	96.86	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
55Csv-CMPN001x05_260114_LH00793_B23GCKKLT3	NA	contig00007	15167	15901	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
55Csv-CMPN001x05_260114_LH00793_B23GCKKLT3	NA	contig00007	17011	18927	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
91Csv-CMPN001x13_260114_LH00793_B23GCKKLT3	NA	contig00004	125016	126230	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
91Csv-CMPN001x13_260114_LH00793_B23GCKKLT3	NA	contig00004	126353	127813	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	487	487	100.00	99.79	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
91Csv-CMPN001x13_260114_LH00793_B23GCKKLT3	NA	contig00005	56471	58387	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691727.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
91Csv-CMPN001x13_260114_LH00793_B23GCKKLT3	NA	contig00005	59497	60231	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
97Csv-CMPN001x17_260114_LH00793_B23GCKKLT3	NA	contig00004	125024	126238	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
97Csv-CMPN001x17_260114_LH00793_B23GCKKLT3	NA	contig00004	126361	127821	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	487	487	100.00	99.79	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
97Csv-CMPN001x17_260114_LH00793_B23GCKKLT3	NA	contig00005	133514	134248	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
97Csv-CMPN001x17_260114_LH00793_B23GCKKLT3	NA	contig00005	135358	137274	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691727.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
97Csv-CMPN001x17_260114_LH00793_B23GCKKLT3	NA	contig00005	150526	152001	+	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	492	492	100.00	93.29	492	WP_063851347.1	ABC-F type ribosomal protection protein Lsa(C)	NA	NA
98Cap-CMPN001x19_260114_LH00793_B23GCKKLT3	NA	contig00001	628427	629887	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
98Cap-CMPN001x19_260114_LH00793_B23GCKKLT3	NA	contig00001	630010	631224	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
98Cap-CMPN001x19_260114_LH00793_B23GCKKLT3	NA	contig00001	833774	834508	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	245	245	100.00	99.59	245	WP_001038795.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
98Cap-CMPN001x19_260114_LH00793_B23GCKKLT3	NA	contig00001	835618	837534	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	99.84	639	WP_000691743.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
98Cap-CMPN001x19_260114_LH00793_B23GCKKLT3	NA	contig00001	898842	900575	-	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	578	578	100.00	94.81	578	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
98Cap-CMPN001x19_260114_LH00793_B23GCKKLT3	NA	contig00001	900580	902301	-	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	95.47	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
